record_id,date,record_type,severity,service,owner,status,linked_jira,linked_pr,linked_incident,summary,evidence
DRA-01310,2024-12-02,decision,,checkout-api,Sara Novak,closed,ATLAS-3681,PR-7736,,Decision for checkout-api: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01311,2024-12-04,decision,,cart-service,Fatima Noor,closed,ATLAS-2001,PR-11116,,Decision for cart-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01312,2024-12-06,open_question,,analytics-pipeline,Samir Rao,open,ATLAS-3300,PR-5374,,Open_Question for analytics-pipeline: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01313,2024-12-08,assumption,,inventory-reservation,Jon Bell,closed,ATLAS-3053,PR-9669,,Assumption for inventory-reservation: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01314,2024-12-09,open_question,,notification-service,Elena Petrova,open,ATLAS-1698,PR-10238,,Open_Question for notification-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01315,2024-12-11,action,,search-recommendations,Ravi Patel,closed,ATLAS-2574,PR-8155,,Action for search-recommendations: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01316,2024-12-13,blocker,critical,inventory-reservation,Theo Martin,open,ATLAS-1102,PR-8449,,Blocker for inventory-reservation: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01317,2024-12-15,open_question,,search-recommendations,Anika Sharma,watching,ATLAS-1828,PR-8124,PD-2766,Open_Question for search-recommendations: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01318,2024-12-17,risk,low,cart-service,Owen Brooks,open,ATLAS-3823,PR-8063,,Risk for cart-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01319,2024-12-18,decision,,order-ledger,Theo Martin,mitigated,ATLAS-1287,PR-7055,PD-2680,Decision for order-ledger: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01320,2024-12-20,assumption,,search-recommendations,Grace Kim,mitigated,ATLAS-1157,PR-9627,,Assumption for search-recommendations: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01321,2024-12-22,blocker,high,analytics-pipeline,Dmitri Volkov,closed,ATLAS-5479,PR-5764,,Blocker for analytics-pipeline: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01322,2024-12-24,action,,checkout-api,Dmitri Volkov,watching,ATLAS-4389,PR-10762,,Action for checkout-api: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01323,2024-12-26,open_question,,loyalty-service,Theo Martin,closed,ATLAS-5250,PR-5578,,Open_Question for loyalty-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01324,2024-12-28,risk,medium,order-ledger,Anika Sharma,accepted,ATLAS-5380,PR-5121,,Risk for order-ledger: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01325,2024-12-29,risk,critical,tax-service,Anika Sharma,accepted,ATLAS-5103,PR-9198,,Risk for tax-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01326,2024-12-31,action,,notification-service,Mateo Garcia,accepted,ATLAS-4145,PR-7610,,Action for notification-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01327,2025-01-02,decision,,analytics-pipeline,Victor Silva,watching,ATLAS-5335,PR-8578,PD-2191,Decision for analytics-pipeline: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01328,2025-01-04,assumption,,payment-orchestrator,Priya Nair,closed,ATLAS-3590,PR-5365,,Assumption for payment-orchestrator: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01329,2025-01-06,action,,pricing-engine,Ben Carter,accepted,ATLAS-4225,PR-8909,,Action for pricing-engine: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01330,2025-01-07,open_question,,search-recommendations,Nora Singh,open,ATLAS-3352,PR-9924,PD-2648,Open_Question for search-recommendations: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01331,2025-01-09,blocker,medium,payment-orchestrator,Theo Martin,open,ATLAS-4048,PR-5698,,Blocker for payment-orchestrator: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01332,2025-01-11,assumption,,order-ledger,Fatima Noor,open,ATLAS-5733,PR-8376,,Assumption for order-ledger: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01333,2025-01-13,risk,low,notification-service,Yara Haddad,watching,ATLAS-1389,PR-5199,,Risk for notification-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01334,2025-01-15,open_question,,tax-service,Owen Brooks,open,ATLAS-3725,PR-8004,,Open_Question for tax-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01335,2025-01-17,assumption,,pricing-engine,Ben Carter,mitigated,ATLAS-4028,PR-9106,,Assumption for pricing-engine: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01336,2025-01-18,decision,,notification-service,Victor Silva,mitigated,ATLAS-4829,PR-6275,,Decision for notification-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01337,2025-01-20,blocker,low,order-ledger,Aisha Khan,accepted,ATLAS-3605,PR-6330,,Blocker for order-ledger: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01338,2025-01-22,action,,payment-orchestrator,Sara Novak,accepted,ATLAS-4830,PR-6030,PD-2366,Action for payment-orchestrator: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01339,2025-01-24,assumption,,notification-service,Yara Haddad,closed,ATLAS-1354,PR-11237,,Assumption for notification-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01340,2025-01-26,decision,,auth-gateway,Anika Sharma,watching,ATLAS-4116,PR-5455,,Decision for auth-gateway: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01341,2025-01-27,assumption,,order-ledger,Fatima Noor,watching,ATLAS-2307,PR-9115,PD-2207,Assumption for order-ledger: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01342,2025-01-29,action,,analytics-pipeline,Owen Brooks,closed,ATLAS-4205,PR-8068,,Action for analytics-pipeline: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01343,2025-01-31,blocker,high,search-recommendations,Owen Brooks,mitigated,ATLAS-4504,PR-11822,PD-2035,Blocker for search-recommendations: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01344,2025-02-02,risk,medium,loyalty-service,Mateo Garcia,watching,ATLAS-5753,PR-8416,,Risk for loyalty-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01345,2025-02-04,assumption,,payment-orchestrator,Ben Carter,closed,ATLAS-4106,PR-8705,,Assumption for payment-orchestrator: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01346,2025-02-06,risk,low,payment-orchestrator,Iris Wang,closed,ATLAS-5854,PR-10520,,Risk for payment-orchestrator: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01347,2025-02-07,decision,,checkout-api,Luca Moretti,closed,ATLAS-5437,PR-10356,,Decision for checkout-api: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01348,2025-02-09,assumption,,analytics-pipeline,Iris Wang,watching,ATLAS-1433,PR-12181,PD-2838,Assumption for analytics-pipeline: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01349,2025-02-11,assumption,,tax-service,Aisha Khan,closed,ATLAS-5211,PR-7094,PD-2491,Assumption for tax-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01350,2025-02-13,action,,search-recommendations,Mateo Garcia,watching,ATLAS-2676,PR-9666,,Action for search-recommendations: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01351,2025-02-15,risk,high,loyalty-service,Sara Novak,open,ATLAS-3409,PR-11500,,Risk for loyalty-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01352,2025-02-16,action,,inventory-reservation,Owen Brooks,closed,ATLAS-4199,PR-5891,,Action for inventory-reservation: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01353,2025-02-18,action,,tax-service,Mateo Garcia,open,ATLAS-4606,PR-9568,,Action for tax-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01354,2025-02-20,risk,medium,payment-orchestrator,Luca Moretti,mitigated,ATLAS-5708,PR-7156,,Risk for payment-orchestrator: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01355,2025-02-22,open_question,,inventory-reservation,Maya Chen,open,ATLAS-4127,PR-11820,,Open_Question for inventory-reservation: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01356,2025-02-24,assumption,,notification-service,Yara Haddad,mitigated,ATLAS-1291,PR-5508,,Assumption for notification-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01357,2025-02-25,action,,tax-service,Noah Evans,accepted,ATLAS-2496,PR-5530,,Action for tax-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01358,2025-02-27,action,,payment-orchestrator,Ravi Patel,closed,ATLAS-1057,PR-8552,,Action for payment-orchestrator: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01359,2025-03-01,decision,,auth-gateway,Jon Bell,closed,ATLAS-4069,PR-7067,,Decision for auth-gateway: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01360,2025-03-03,decision,,order-ledger,Grace Kim,accepted,ATLAS-2604,PR-6703,,Decision for order-ledger: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01361,2025-03-05,risk,medium,checkout-api,Fatima Noor,watching,ATLAS-4120,PR-9015,,Risk for checkout-api: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
