issue_key,issue_type,epic,summary,status,priority,assignee,reporter,created,updated,sprint,due_date,story_points,service,component,phase,labels,linked_prs,linked_incidents,risk_or_blocker_notes,acceptance_criteria,business_impact
ATLAS-4839,Story,ATLAS-4781,Resolve customer escalation linked to analytics-pipeline,Closed,Low,Kim Tan,Aisha Khan,2024-04-17,2024-06-16,Sprint 154,2024-04-24,13,analytics-pipeline,data,Phase 6 Order Orchestration,"6,analytics-pipeline,data,handoff,jira",PR-8839,,Blocker: waiting on data contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to PR-8839.",Improves onboarding because new engineers can trace decision context.
ATLAS-4840,Spike,ATLAS-4781,Add tracing and dashboard coverage for order-ledger,Done,High,Nora Singh,Noah Evans,2024-04-15,2024-05-28,Sprint 154,2024-05-15,5,order-ledger,orders,Phase 6 Order Orchestration,"6,handoff,jira,order-ledger,orders",PR-8840,,"Action: add monitoring, rollback owner, and KT note for order-ledger.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for order-ledger; evidence links to PR-8840.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4841,Epic,ATLAS-4841,Phase 6 Order Orchestration: orchestrate inventory reservation and async order ledger,Done,High,Mateo Garcia,Harper Lee,2024-04-20,2024-06-28,Sprint 154,2024-06-04,8,payment-orchestrator,payments,Phase 6 Order Orchestration,"6,jira,kt,payment-orchestrator,payments",PR-8841,,Decision: owner Mateo Garcia to validate idempotency with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to PR-8841.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4842,Story,ATLAS-4841,Document runbook for order-ledger,Done,High,Ben Carter,Nora Singh,2024-04-17,2024-06-16,Sprint 154,2024-06-01,13,order-ledger,orders,Phase 6 Order Orchestration,"6,handoff,jira,order-ledger,orders",PR-8842,,Risk: order-ledger can cause checkout drop if loyalty points accrual fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for order-ledger; evidence links to PR-8842.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4843,Task,ATLAS-4841,Backfill data validation for payment-orchestrator,Closed,Low,Noah Evans,Theo Martin,2024-04-19,2024-06-24,Sprint 154,2024-05-10,8,payment-orchestrator,payments,Phase 6 Order Orchestration,"6,jira,metrics,payment-orchestrator,payments",PR-8843,,"Action: add monitoring, rollback owner, and KT note for payment-orchestrator.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to PR-8843.",Improves checkout reliability and reduces manual support triage.
ATLAS-4844,Bug,ATLAS-4841,Document runbook for inventory-reservation,Done,Medium,Theo Martin,Sara Novak,2024-04-23,2024-06-27,Sprint 154,2024-05-23,13,inventory-reservation,inventory,Phase 6 Order Orchestration,"6,inventory,inventory-reservation,jira,release",,,Customer impact: support needs clear status if queue lag breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to ATLAS-4844.",Improves onboarding because new engineers can trace decision context.
ATLAS-4845,Task,ATLAS-4841,Reduce p95 latency in auth-gateway,Done,Medium,Yara Haddad,Samir Rao,2024-04-24,2024-05-20,Sprint 154,2024-06-23,5,auth-gateway,platform,Phase 6 Order Orchestration,"6,auth-gateway,handoff,jira,platform",PR-8845,,Customer impact: support needs clear status if feature flag rollout breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to PR-8845.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4846,Bug,ATLAS-4841,Fix mobile checkout session regression in search-recommendations,Done,Low,Sara Novak,Luca Moretti,2024-04-21,2024-06-01,Sprint 154,2024-06-05,13,search-recommendations,search,Phase 6 Order Orchestration,"6,jira,risk,search,search-recommendations",,,Customer impact: support needs clear status if mobile checkout session breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to ATLAS-4846.",Protects conversion during peak campaigns and regional launches.
ATLAS-4847,Task,ATLAS-4841,Harden idempotency and retry behavior for loyalty-service,Done,High,Iris Wang,Anika Sharma,2024-04-18,2024-07-02,Sprint 154,2024-05-18,5,loyalty-service,loyalty,Phase 6 Order Orchestration,"6,handoff,jira,loyalty,loyalty-service",,,"Action: add monitoring, rollback owner, and KT note for loyalty-service.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to ATLAS-4847.",Improves onboarding because new engineers can trace decision context.
ATLAS-4848,Story,ATLAS-4841,Backfill data validation for payment-orchestrator,Done,Low,Iris Wang,Sara Novak,2024-04-28,2024-05-09,Sprint 154,2024-05-05,13,payment-orchestrator,payments,Phase 6 Order Orchestration,"6,jira,payment-orchestrator,payments,release",,,Risk: payment-orchestrator can cause checkout drop if fraud rule evaluation fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to ATLAS-4848.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4849,Story,ATLAS-4841,Resolve customer escalation linked to payment-orchestrator,Done,Medium,Yara Haddad,Iris Wang,2024-04-26,2024-05-14,Sprint 154,2024-05-10,2,payment-orchestrator,payments,Phase 6 Order Orchestration,"6,jira,kt,payment-orchestrator,payments",PR-8849,,Risk: payment-orchestrator can cause checkout drop if database index bloat fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to PR-8849.",Protects conversion during peak campaigns and regional launches.
ATLAS-4850,Bug,ATLAS-4841,Harden idempotency and retry behavior for pricing-engine,Done,High,Aisha Khan,Maya Chen,2024-04-21,2024-05-07,Sprint 154,2024-05-21,1,pricing-engine,pricing,Phase 6 Order Orchestration,"6,jira,metrics,pricing,pricing-engine",,,Decision: owner Aisha Khan to validate idempotency with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to ATLAS-4850.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4851,Story,ATLAS-4841,Document runbook for loyalty-service,Done,High,Ben Carter,Luca Moretti,2024-04-24,2024-05-19,Sprint 154,2024-05-24,3,loyalty-service,loyalty,Phase 6 Order Orchestration,"6,jira,kt,loyalty,loyalty-service",,,Decision: owner Ben Carter to validate payment capture with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to ATLAS-4851.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4852,Story,ATLAS-4841,Harden idempotency and retry behavior for auth-gateway,Done,High,Iris Wang,Sara Novak,2024-04-29,2024-07-08,Sprint 155,2024-05-29,1,auth-gateway,platform,Phase 6 Order Orchestration,"6,auth-gateway,handoff,jira,platform",,,"Action: add monitoring, rollback owner, and KT note for auth-gateway.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to ATLAS-4852.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4853,Story,ATLAS-4841,Backfill data validation for payment-orchestrator,Done,High,Jon Bell,Aisha Khan,2024-04-26,2024-06-08,Sprint 154,2024-05-17,2,payment-orchestrator,payments,Phase 6 Order Orchestration,"6,checkout,jira,payment-orchestrator,payments",,,Customer impact: support needs clear status if tax quote consistency breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to ATLAS-4853.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4854,Story,ATLAS-4841,Implement auth-gateway contract for database index bloat,Done,Low,Theo Martin,Priya Nair,2024-04-24,2024-05-30,Sprint 154,2024-06-23,1,auth-gateway,platform,Phase 6 Order Orchestration,"6,auth-gateway,handoff,jira,platform",PR-8854,,Risk: auth-gateway can cause checkout drop if database index bloat fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to PR-8854.",Protects conversion during peak campaigns and regional launches.
ATLAS-4855,Task,ATLAS-4841,Harden idempotency and retry behavior for search-recommendations,Done,Critical,Ravi Patel,Grace Kim,2024-04-24,2024-06-10,Sprint 154,2024-05-01,2,search-recommendations,search,Phase 6 Order Orchestration,"6,jira,risk,search,search-recommendations",,PD-2455,Risk: search-recommendations can cause checkout drop if queue lag fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to ATLAS-4855.",Improves onboarding because new engineers can trace decision context.
ATLAS-4856,Task,ATLAS-4841,Document runbook for inventory-reservation,Done,Critical,Jon Bell,Owen Brooks,2024-04-28,2024-06-20,Sprint 154,2024-05-28,1,inventory-reservation,inventory,Phase 6 Order Orchestration,"6,inventory,inventory-reservation,jira,risk",,,Customer impact: support needs clear status if fraud rule evaluation breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to ATLAS-4856.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4857,Risk,ATLAS-4841,Implement payment-orchestrator contract for tax quote consistency,Closed,High,Anika Sharma,Owen Brooks,2024-04-28,2024-06-28,Sprint 154,2024-05-05,5,payment-orchestrator,payments,Phase 6 Order Orchestration,"6,jira,kt,payment-orchestrator,payments",PR-8857,,Customer impact: support needs clear status if tax quote consistency breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to PR-8857.",Improves onboarding because new engineers can trace decision context.
ATLAS-4858,Story,ATLAS-4841,Migrate inventory-reservation dependency from legacy checkout,Closed,Medium,Fatima Noor,Priya Nair,2024-04-27,2024-05-29,Sprint 154,2024-06-11,2,inventory-reservation,inventory,Phase 6 Order Orchestration,"6,inventory,inventory-reservation,jira,kt",PR-8858,PD-2458,Decision: owner Fatima Noor to validate loyalty points accrual with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to PR-8858.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4859,Task,ATLAS-4841,Fix fraud rule evaluation regression in inventory-reservation,Done,Low,Iris Wang,Dmitri Volkov,2024-04-25,2024-05-10,Sprint 154,2024-05-09,2,inventory-reservation,inventory,Phase 6 Order Orchestration,"6,checkout,inventory,inventory-reservation,jira",PR-8859,,Risk: inventory-reservation can cause checkout drop if fraud rule evaluation fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to PR-8859.",Protects conversion during peak campaigns and regional launches.
ATLAS-4860,Story,ATLAS-4841,Fix payment capture regression in loyalty-service,Done,Medium,Anika Sharma,Noah Evans,2024-04-28,2024-06-16,Sprint 154,2024-06-12,3,loyalty-service,loyalty,Phase 6 Order Orchestration,"6,checkout,jira,loyalty,loyalty-service",,,Decision: owner Anika Sharma to validate payment capture with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to ATLAS-4860.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4861,Incident Follow-up,ATLAS-4841,Resolve customer escalation linked to order-ledger,Done,Critical,Grace Kim,Harper Lee,2024-04-29,2024-05-07,Sprint 155,2024-05-29,13,order-ledger,orders,Phase 6 Order Orchestration,"6,jira,kt,order-ledger,orders",,,Risk: order-ledger can cause checkout drop if tax quote consistency fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for order-ledger; evidence links to ATLAS-4861.",Improves onboarding because new engineers can trace decision context.
ATLAS-4862,Story,ATLAS-4841,Create rollback plan for order-ledger,Done,High,Ben Carter,Yara Haddad,2024-05-03,2024-05-17,Sprint 155,2024-05-17,3,order-ledger,orders,Phase 6 Order Orchestration,"6,jira,order-ledger,orders,release",PR-8862,,"Action: add monitoring, rollback owner, and KT note for order-ledger.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for order-ledger; evidence links to PR-8862.",Improves onboarding because new engineers can trace decision context.
ATLAS-4863,Incident Follow-up,ATLAS-4841,Create rollback plan for inventory-reservation,Done,Low,Jon Bell,Anika Sharma,2024-05-03,2024-06-11,Sprint 155,2024-05-10,5,inventory-reservation,inventory,Phase 6 Order Orchestration,"6,checkout,inventory,inventory-reservation,jira",PR-8863,,Blocker: waiting on inventory contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to PR-8863.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4864,Story,ATLAS-4841,Migrate tax-service dependency from legacy checkout,Done,Medium,Elena Petrova,Nora Singh,2024-05-04,2024-06-23,Sprint 155,2024-05-18,2,tax-service,tax,Phase 6 Order Orchestration,"6,handoff,jira,tax,tax-service",,,Risk: tax-service can cause checkout drop if coupon timeout fallback fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for tax-service; evidence links to ATLAS-4864.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4865,Bug,ATLAS-4841,Resolve customer escalation linked to inventory-reservation,Closed,Medium,Luca Moretti,Noah Evans,2024-04-28,2024-06-22,Sprint 154,2024-05-19,8,inventory-reservation,inventory,Phase 6 Order Orchestration,"6,inventory,inventory-reservation,jira,metrics",PR-8865,,Customer impact: support needs clear status if queue lag breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to PR-8865.",Improves onboarding because new engineers can trace decision context.
