deployment_id,deployed_at,service,environment,repo,linked_pr,release_id,feature_flag,traffic_percent,status,release_captain,guardrail,linked_jira,notes
DEP-02239,2025-11-01,search-recommendations,canary,atlas-data,PR-7362,REL-2019.2.0,flag_search_recommendations_dual_run,10,paused,Luca Moretti,manual approval,ATLAS-4155,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-02240,2025-11-02,inventory-reservation,stage,atlas-web,PR-8949,REL-2021.1.12,flag_inventory_reservation_new_write_path,5,paused,Aisha Khan,error budget guard,ATLAS-3152,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-02241,2025-11-03,tax-service,canary,atlas-payments,PR-10120,REL-2018.10,flag_tax_service_rollback_guard,25,rolled back,Nora Singh,latency guard,ATLAS-3135,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-02242,2025-11-03,checkout-api,canary,atlas-infra,PR-7618,REL-2019.2.5,flag_checkout_api_mobile_session,50,partial,Mateo Garcia,database lag guard,ATLAS-2540,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-02243,2025-11-05,notification-service,prod,atlas-mobile,PR-12053,REL-2025.2.3,flag_notification_service_rollback_guard,50,partial,Noah Evans,manual approval,ATLAS-4267,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-02244,2025-11-05,loyalty-service,prod,atlas-observability,PR-7018,REL-2025.03,flag_loyalty_service_mobile_session,25,partial,Priya Nair,database lag guard,ATLAS-2477,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-02245,2025-11-08,payment-orchestrator,stage,atlas-payments,PR-7253,REL-2021.1.19,flag_payment_orchestrator_rollback_guard,75,success,Anika Sharma,database lag guard,ATLAS-3843,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-02246,2025-11-10,auth-gateway,canary,atlas-checkout,PR-9461,REL-2022.4.1,flag_auth_gateway_new_write_path,10,rolled back,Nora Singh,support volume guard,ATLAS-4449,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-02247,2025-11-10,inventory-reservation,stage,atlas-web,PR-9729,REL-2022.02,flag_inventory_reservation_dual_run,100,success,Grace Kim,database lag guard,ATLAS-3319,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-02248,2025-11-12,order-ledger,stage,atlas-web,PR-5306,REL-2019.4.6,flag_order_ledger_dual_run,100,success,Luca Moretti,latency guard,ATLAS-2629,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-02249,2025-11-13,checkout-api,prod,atlas-orders,PR-11196,REL-2022.3.18,flag_checkout_api_rollback_guard,50,paused,Kim Tan,database lag guard,ATLAS-2173,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-02250,2025-11-15,notification-service,canary,atlas-checkout,PR-10007,REL-2022.11,flag_notification_service_mobile_session,10,rolled back,Samir Rao,latency guard,ATLAS-2843,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-02251,2025-11-14,notification-service,prod,atlas-web,PR-7351,REL-2022.1.15,flag_notification_service_mobile_session,75,partial,Kim Tan,latency guard,ATLAS-4935,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-02252,2025-11-17,cart-service,stage,atlas-data,PR-8185,REL-2022.2.9,flag_cart_service_mobile_session,75,rolled back,Mateo Garcia,error budget guard,ATLAS-5775,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-02253,2025-11-17,tax-service,prod,atlas-orders,PR-10832,REL-2024.1.10,flag_tax_service_dual_run,25,paused,Samir Rao,latency guard,ATLAS-3777,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-02254,2025-11-18,tax-service,canary,atlas-checkout,PR-11860,REL-2019.3.19,flag_tax_service_dual_run,5,paused,Noah Evans,error budget guard,ATLAS-1543,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-02255,2025-11-20,payment-orchestrator,stage,atlas-observability,PR-5825,REL-2021.4.7,flag_payment_orchestrator_mobile_session,5,paused,Aisha Khan,latency guard,ATLAS-5501,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-02256,2025-11-21,order-ledger,stage,atlas-checkout,PR-7827,REL-2022.4.3,flag_order_ledger_new_write_path,50,monitoring,Owen Brooks,manual approval,ATLAS-1905,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-02257,2025-11-22,inventory-reservation,canary,atlas-payments,PR-11971,REL-2024.2.15,flag_inventory_reservation_regional_launch,0,monitoring,Yara Haddad,latency guard,ATLAS-2158,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-02258,2025-11-24,loyalty-service,prod,atlas-mobile,PR-5513,REL-2019.2.5,flag_loyalty_service_regional_launch,1,partial,Jon Bell,error budget guard,ATLAS-5178,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-02259,2025-11-26,pricing-engine,prod,atlas-mobile,PR-5992,REL-2021.3.15,flag_pricing_engine_mobile_session,75,partial,Sara Novak,error budget guard,ATLAS-2987,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-02260,2025-11-25,analytics-pipeline,canary,atlas-infra,PR-7695,REL-2020.04,flag_analytics_pipeline_mobile_session,50,monitoring,Kim Tan,support volume guard,ATLAS-3090,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-02261,2025-11-28,pricing-engine,stage,atlas-observability,PR-7288,REL-2019.1.10,flag_pricing_engine_regional_launch,5,partial,Grace Kim,support volume guard,ATLAS-2047,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-02262,2025-11-29,order-ledger,prod,atlas-checkout,PR-10604,REL-2025.2.14,flag_order_ledger_mobile_session,0,success,Samir Rao,error budget guard,ATLAS-4963,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-02263,2025-11-29,order-ledger,prod,atlas-web,PR-12188,REL-2025.04,flag_order_ledger_regional_launch,50,rolled back,Priya Nair,database lag guard,ATLAS-5518,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-02264,2025-12-01,tax-service,prod,atlas-orders,PR-9962,REL-2020.1.5,flag_tax_service_payment_retry,75,success,Aisha Khan,database lag guard,ATLAS-1760,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-02265,2025-12-01,inventory-reservation,stage,atlas-orders,PR-6426,REL-2021.1.16,flag_inventory_reservation_dual_run,75,rolled back,Samir Rao,database lag guard,ATLAS-4428,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-02266,2025-12-03,tax-service,canary,atlas-orders,PR-9414,REL-2021.4.12,flag_tax_service_regional_launch,5,monitoring,Priya Nair,latency guard,ATLAS-2995,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-02267,2025-12-03,loyalty-service,stage,atlas-checkout,PR-11308,REL-2023.08,flag_loyalty_service_new_write_path,75,success,Kim Tan,support volume guard,ATLAS-1752,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-02268,2025-12-06,notification-service,stage,atlas-checkout,PR-7233,REL-2018.4.16,flag_notification_service_payment_retry,100,partial,Yara Haddad,error budget guard,ATLAS-5122,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-02269,2025-12-08,search-recommendations,stage,atlas-web,PR-10837,REL-2024.2.10,flag_search_recommendations_dual_run,100,partial,Aisha Khan,manual approval,ATLAS-5919,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-02270,2025-12-09,analytics-pipeline,stage,atlas-web,PR-11896,REL-2024.2.15,flag_analytics_pipeline_rollback_guard,0,success,Aisha Khan,latency guard,ATLAS-2908,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-02271,2025-12-10,notification-service,stage,atlas-payments,PR-6667,REL-2021.1.19,flag_notification_service_payment_retry,50,success,Priya Nair,latency guard,ATLAS-3171,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-02272,2025-12-09,analytics-pipeline,prod,atlas-data,PR-11372,REL-2023.3.1,flag_analytics_pipeline_new_write_path,100,monitoring,Kim Tan,database lag guard,ATLAS-2437,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-02273,2025-12-11,notification-service,prod,atlas-data,PR-9114,REL-2020.3.19,flag_notification_service_payment_retry,5,success,Harper Lee,manual approval,ATLAS-5829,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-02274,2025-12-13,analytics-pipeline,canary,atlas-mobile,PR-7281,REL-2023.03,flag_analytics_pipeline_dual_run,10,monitoring,Theo Martin,support volume guard,ATLAS-5449,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-02275,2025-12-13,auth-gateway,stage,atlas-checkout,PR-5440,REL-2023.2.5,flag_auth_gateway_mobile_session,10,rolled back,Jon Bell,database lag guard,ATLAS-1032,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-02276,2025-12-14,payment-orchestrator,stage,atlas-web,PR-5880,REL-2024.2.19,flag_payment_orchestrator_new_write_path,100,monitoring,Victor Silva,manual approval,ATLAS-3312,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-02277,2025-12-15,inventory-reservation,canary,atlas-mobile,PR-10501,REL-2022.12,flag_inventory_reservation_new_write_path,25,success,Ben Carter,manual approval,ATLAS-1363,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-02278,2025-12-17,pricing-engine,canary,atlas-checkout,PR-10803,REL-2022.02,flag_pricing_engine_rollback_guard,0,partial,Noah Evans,latency guard,ATLAS-3000,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-02279,2025-12-20,search-recommendations,canary,atlas-data,PR-7735,REL-2025.4.2,flag_search_recommendations_payment_retry,1,monitoring,Aisha Khan,error budget guard,ATLAS-5962,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-02280,2025-12-20,checkout-api,prod,atlas-mobile,PR-6729,REL-2018.07,flag_checkout_api_regional_launch,100,rolled back,Victor Silva,database lag guard,ATLAS-2400,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-02281,2025-12-22,cart-service,canary,atlas-infra,PR-6528,REL-2021.1.10,flag_cart_service_dual_run,100,success,Mateo Garcia,database lag guard,ATLAS-3783,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-02282,2025-12-22,checkout-api,prod,atlas-web,PR-10954,REL-2023.3.0,flag_checkout_api_payment_retry,50,paused,Dmitri Volkov,database lag guard,ATLAS-5061,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-02283,2025-12-24,inventory-reservation,prod,atlas-infra,PR-5260,REL-2020.12,flag_inventory_reservation_payment_retry,10,monitoring,Harper Lee,latency guard,ATLAS-1297,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-02284,2025-12-26,search-recommendations,canary,atlas-mobile,PR-5031,REL-2020.1.12,flag_search_recommendations_payment_retry,1,paused,Nora Singh,database lag guard,ATLAS-2306,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-02285,2025-12-25,notification-service,prod,atlas-infra,PR-9047,REL-2020.3.11,flag_notification_service_regional_launch,1,rolled back,Victor Silva,support volume guard,ATLAS-3720,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-02286,2025-12-27,order-ledger,canary,atlas-payments,PR-7255,REL-2021.4.17,flag_order_ledger_mobile_session,25,rolled back,Owen Brooks,database lag guard,ATLAS-2830,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-02287,2025-12-30,loyalty-service,prod,atlas-observability,PR-9483,REL-2022.4.10,flag_loyalty_service_dual_run,100,monitoring,Jon Bell,support volume guard,ATLAS-3892,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
