incident_id,started_at,resolved_at,duration_minutes,severity,service,incident_commander,on_call_engineer,status,root_cause,customer_impact,linked_jira,linked_pr,action_items
PD-2815,2025-08-14,2025-08-14,208,SEV1,pricing-engine,Mateo Garcia,Noah Evans,postmortem complete,queue backlog,payment retries increased,ATLAS-3954,PR-6823,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2816,2025-08-15,2025-08-15,13,SEV4,auth-gateway,Kim Tan,Yara Haddad,follow-up open,payment provider timeout,support ticket volume increased,ATLAS-2084,PR-8051,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2817,2025-08-20,2025-08-20,5,SEV4,pricing-engine,Sara Novak,Kim Tan,follow-up open,schema migration lock,support ticket volume increased,ATLAS-2914,PR-12164,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2818,2025-08-21,2025-08-21,5,SEV3,analytics-pipeline,Yara Haddad,Victor Silva,resolved,cache stampede,support ticket volume increased,ATLAS-5180,PR-12529,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2819,2025-08-23,2025-08-23,73,SEV3,tax-service,Ravi Patel,Grace Kim,follow-up open,payment provider timeout,payment retries increased,ATLAS-3118,PR-9916,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2820,2025-08-30,2025-08-30,5,SEV4,payment-orchestrator,Grace Kim,Kim Tan,follow-up open,schema migration lock,latency spike,ATLAS-2974,PR-8533,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2821,2025-08-29,2025-08-29,77,SEV3,search-recommendations,Maya Chen,Dmitri Volkov,postmortem complete,cache stampede,latency spike,ATLAS-3226,PR-6477,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2822,2025-09-06,2025-09-06,61,SEV3,auth-gateway,Ben Carter,Victor Silva,resolved,inventory reservation deadlock,latency spike,ATLAS-6084,PR-8475,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2823,2025-09-07,2025-09-07,68,SEV3,search-recommendations,Jon Bell,Kim Tan,postmortem complete,inventory reservation deadlock,checkout errors increased,ATLAS-2226,PR-9853,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2824,2025-09-12,2025-09-12,45,SEV3,analytics-pipeline,Dmitri Volkov,Grace Kim,follow-up open,feature flag misconfiguration,checkout errors increased,ATLAS-4007,PR-9597,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2825,2025-09-13,2025-09-13,33,SEV4,loyalty-service,Maya Chen,Owen Brooks,postmortem complete,payment provider timeout,no customer impact detected,ATLAS-2529,PR-10584,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2826,2025-09-15,2025-09-15,5,SEV4,order-ledger,Priya Nair,Fatima Noor,resolved,cache stampede,no customer impact detected,ATLAS-4685,PR-6511,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2827,2025-09-20,2025-09-20,31,SEV3,checkout-api,Elena Petrova,Elena Petrova,follow-up open,bad deployment,support ticket volume increased,ATLAS-3138,PR-6598,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2828,2025-09-22,2025-09-22,61,SEV4,order-ledger,Maya Chen,Kim Tan,resolved,database connection saturation,payment retries increased,ATLAS-3429,PR-9370,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2829,2025-09-27,2025-09-27,127,SEV2,checkout-api,Anika Sharma,Jon Bell,postmortem complete,tax provider latency,no customer impact detected,ATLAS-2099,PR-8250,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2830,2025-10-01,2025-10-01,30,SEV4,payment-orchestrator,Elena Petrova,Grace Kim,follow-up open,feature flag misconfiguration,latency spike,ATLAS-3147,PR-10740,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2831,2025-10-04,2025-10-04,31,SEV3,checkout-api,Priya Nair,Maya Chen,postmortem complete,cache stampede,support ticket volume increased,ATLAS-2478,PR-9450,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2832,2025-10-07,2025-10-07,143,SEV3,inventory-reservation,Harper Lee,Luca Moretti,postmortem complete,cache stampede,payment retries increased,ATLAS-3592,PR-7093,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2833,2025-10-09,2025-10-09,5,SEV4,cart-service,Ben Carter,Noah Evans,follow-up open,payment provider timeout,no customer impact detected,ATLAS-4701,PR-8387,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2834,2025-10-11,2025-10-11,5,SEV4,auth-gateway,Kim Tan,Anika Sharma,postmortem complete,tax provider latency,payment retries increased,ATLAS-1142,PR-10453,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2835,2025-10-17,2025-10-17,64,SEV2,order-ledger,Sara Novak,Aisha Khan,resolved,queue backlog,no customer impact detected,ATLAS-2693,PR-9408,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2836,2025-10-21,2025-10-21,48,SEV3,inventory-reservation,Nora Singh,Priya Nair,resolved,schema migration lock,orders delayed,ATLAS-4623,PR-5007,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2837,2025-10-24,2025-10-24,118,SEV2,inventory-reservation,Nora Singh,Jon Bell,resolved,bad deployment,support ticket volume increased,ATLAS-4464,PR-5814,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2838,2025-10-26,2025-10-26,75,SEV4,cart-service,Noah Evans,Maya Chen,resolved,payment provider timeout,support ticket volume increased,ATLAS-2366,PR-11334,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2839,2025-10-30,2025-10-30,65,SEV2,loyalty-service,Maya Chen,Sara Novak,postmortem complete,tax provider latency,latency spike,ATLAS-1947,PR-7949,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2840,2025-10-31,2025-10-31,145,SEV2,tax-service,Elena Petrova,Anika Sharma,follow-up open,tax provider latency,latency spike,ATLAS-2334,PR-10608,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2841,2025-11-05,2025-11-05,107,SEV2,checkout-api,Theo Martin,Ravi Patel,resolved,tax provider latency,latency spike,ATLAS-1910,PR-7234,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2842,2025-11-08,2025-11-08,86,SEV3,pricing-engine,Fatima Noor,Jon Bell,postmortem complete,queue backlog,checkout errors increased,ATLAS-3893,PR-5248,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2843,2025-11-10,2025-11-10,59,SEV3,pricing-engine,Elena Petrova,Maya Chen,postmortem complete,inventory reservation deadlock,support ticket volume increased,ATLAS-3869,PR-7567,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2844,2025-11-13,2025-11-13,179,SEV1,notification-service,Mateo Garcia,Elena Petrova,follow-up open,tax provider latency,no customer impact detected,ATLAS-5306,PR-7800,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2845,2025-11-19,2025-11-19,140,SEV2,loyalty-service,Ben Carter,Priya Nair,follow-up open,schema migration lock,payment retries increased,ATLAS-1311,PR-11558,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2846,2025-11-19,2025-11-19,131,SEV2,search-recommendations,Ben Carter,Owen Brooks,follow-up open,bad deployment,no customer impact detected,ATLAS-5277,PR-8531,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2847,2025-11-21,2025-11-21,5,SEV4,cart-service,Noah Evans,Nora Singh,follow-up open,tax provider latency,payment retries increased,ATLAS-6047,PR-6671,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2848,2025-11-24,2025-11-24,5,SEV4,search-recommendations,Sara Novak,Aisha Khan,postmortem complete,payment provider timeout,no customer impact detected,ATLAS-2206,PR-7786,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2849,2025-11-28,2025-11-28,23,SEV3,loyalty-service,Iris Wang,Maya Chen,postmortem complete,feature flag misconfiguration,no customer impact detected,ATLAS-2490,PR-8562,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2850,2025-12-04,2025-12-04,47,SEV4,pricing-engine,Priya Nair,Dmitri Volkov,postmortem complete,queue backlog,latency spike,ATLAS-5817,PR-7903,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2851,2025-12-08,2025-12-08,39,SEV4,inventory-reservation,Elena Petrova,Anika Sharma,resolved,bad deployment,latency spike,ATLAS-3260,PR-9480,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2852,2025-12-09,2025-12-09,48,SEV2,notification-service,Samir Rao,Theo Martin,postmortem complete,cache stampede,latency spike,ATLAS-4168,PR-8643,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2853,2025-12-11,2025-12-11,5,SEV4,notification-service,Samir Rao,Fatima Noor,resolved,payment provider timeout,no customer impact detected,ATLAS-1784,PR-10166,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2854,2025-12-15,2025-12-15,51,SEV3,order-ledger,Grace Kim,Anika Sharma,follow-up open,payment provider timeout,orders delayed,ATLAS-1754,PR-6976,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2855,2025-12-18,2025-12-18,34,SEV4,search-recommendations,Owen Brooks,Iris Wang,follow-up open,cache stampede,payment retries increased,ATLAS-5363,PR-8294,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2856,2025-12-24,2025-12-24,84,SEV2,order-ledger,Harper Lee,Priya Nair,resolved,database connection saturation,payment retries increased,ATLAS-5088,PR-5291,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2857,2025-12-24,2025-12-24,112,SEV2,cart-service,Fatima Noor,Samir Rao,resolved,schema migration lock,payment retries increased,ATLAS-1190,PR-8909,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2858,2025-12-27,2025-12-27,5,SEV4,checkout-api,Dmitri Volkov,Kim Tan,postmortem complete,cache stampede,latency spike,ATLAS-2917,PR-9484,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2859,2025-12-30,2025-12-30,19,SEV4,notification-service,Iris Wang,Theo Martin,resolved,queue backlog,orders delayed,ATLAS-2406,PR-7935,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2860,2026-01-02,2026-01-02,61,SEV4,analytics-pipeline,Nora Singh,Yara Haddad,follow-up open,cache stampede,orders delayed,ATLAS-4562,PR-8703,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2861,2026-01-07,2026-01-07,199,SEV1,notification-service,Kim Tan,Aisha Khan,follow-up open,bad deployment,payment retries increased,ATLAS-2852,PR-11116,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2862,2026-01-13,2026-01-13,58,SEV3,order-ledger,Ben Carter,Owen Brooks,follow-up open,tax provider latency,no customer impact detected,ATLAS-5731,PR-8776,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2863,2026-01-15,2026-01-15,114,SEV3,checkout-api,Aisha Khan,Kim Tan,postmortem complete,queue backlog,checkout errors increased,ATLAS-3381,PR-12216,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2864,2026-01-17,2026-01-17,31,SEV3,order-ledger,Maya Chen,Theo Martin,resolved,queue backlog,latency spike,ATLAS-1512,PR-7891,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2865,2026-01-18,2026-01-18,157,SEV2,inventory-reservation,Ravi Patel,Jon Bell,postmortem complete,database connection saturation,payment retries increased,ATLAS-3367,PR-5133,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2866,2026-01-24,2026-01-24,63,SEV3,inventory-reservation,Owen Brooks,Harper Lee,resolved,cache stampede,orders delayed,ATLAS-2982,PR-8327,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2867,2026-01-27,2026-01-27,151,SEV1,order-ledger,Priya Nair,Samir Rao,resolved,cache stampede,latency spike,ATLAS-3367,PR-11854,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2868,2026-01-31,2026-01-31,26,SEV4,payment-orchestrator,Harper Lee,Fatima Noor,resolved,tax provider latency,payment retries increased,ATLAS-3245,PR-10670,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
