support_id,created_at,customer,customer_tier,category,severity,service,status,owner,linked_jira,linked_incident,sentiment,summary,next_action
SUP-702180,2025-01-31,Summit Sports,enterprise,tax mismatch,medium,cart-service,open,Ben Carter,ATLAS-2670,,positive,"Customer reported tax mismatch around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702181,2025-02-02,UrbanMarket,enterprise,performance complaint,medium,loyalty-service,solved,Luca Moretti,ATLAS-3791,PD-2876,neutral,"Customer reported performance complaint around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702182,2025-02-01,Summit Sports,mid-market,checkout failure,low,search-recommendations,solved,Anika Sharma,ATLAS-2826,PD-2547,neutral,"Customer reported checkout failure around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702183,2025-02-01,BrightCart EU,internal,performance complaint,medium,checkout-api,escalated,Mateo Garcia,ATLAS-3429,PD-2780,negative,"Customer reported performance complaint around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702184,2025-02-03,UrbanMarket,self-serve,coupon issue,medium,loyalty-service,escalated,Ravi Patel,ATLAS-5993,PD-2529,anxious,"Customer reported coupon issue around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702185,2025-02-06,BrightCart EU,mid-market,order confirmation delay,medium,cart-service,monitoring,Sara Novak,ATLAS-1851,,negative,"Customer reported order confirmation delay around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702186,2025-02-06,BluePeak Apparel,internal,checkout failure,urgent,auth-gateway,pending engineering,Victor Silva,ATLAS-1052,,blocked,"Customer reported checkout failure around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702187,2025-02-07,BrightCart EU,self-serve,order confirmation delay,low,auth-gateway,monitoring,Nora Singh,ATLAS-3979,,anxious,"Customer reported order confirmation delay around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702188,2025-02-10,Vertex Outlet,enterprise,order confirmation delay,urgent,search-recommendations,monitoring,Jon Bell,ATLAS-5543,,anxious,"Customer reported order confirmation delay around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702189,2025-02-10,Luna Home,mid-market,checkout failure,high,search-recommendations,solved,Harper Lee,ATLAS-2020,,neutral,"Customer reported checkout failure around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702190,2025-02-11,Harbor Books,enterprise,inventory mismatch,medium,pricing-engine,open,Noah Evans,ATLAS-3015,,negative,"Customer reported inventory mismatch around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702191,2025-02-10,Summit Sports,internal,coupon issue,low,search-recommendations,open,Grace Kim,ATLAS-1380,PD-2540,neutral,"Customer reported coupon issue around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702192,2025-02-14,Luna Home,mid-market,loyalty points missing,medium,loyalty-service,open,Aisha Khan,ATLAS-4988,,neutral,"Customer reported loyalty points missing around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702193,2025-02-14,Summit Sports,mid-market,payment retry,high,checkout-api,escalated,Noah Evans,ATLAS-2070,,negative,"Customer reported payment retry around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702194,2025-02-14,Northstar Retail,internal,checkout failure,urgent,analytics-pipeline,pending engineering,Fatima Noor,ATLAS-1672,,neutral,"Customer reported checkout failure around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702195,2025-02-17,BluePeak Apparel,mid-market,payment retry,low,search-recommendations,monitoring,Luca Moretti,ATLAS-4829,,negative,"Customer reported payment retry around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702196,2025-02-18,Vertex Outlet,internal,performance complaint,medium,loyalty-service,monitoring,Priya Nair,ATLAS-4659,,anxious,"Customer reported performance complaint around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702197,2025-02-17,Luna Home,internal,coupon issue,urgent,order-ledger,solved,Noah Evans,ATLAS-4533,PD-2743,blocked,"Customer reported coupon issue around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702198,2025-02-21,BrightCart EU,mid-market,loyalty points missing,low,search-recommendations,pending engineering,Iris Wang,ATLAS-3781,,blocked,"Customer reported loyalty points missing around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702199,2025-02-20,OmniStyle,mid-market,inventory mismatch,high,payment-orchestrator,open,Owen Brooks,ATLAS-3808,,blocked,"Customer reported inventory mismatch around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702200,2025-02-20,UrbanMarket,mid-market,mobile session timeout,high,payment-orchestrator,open,Sara Novak,ATLAS-1861,PD-2529,positive,"Customer reported mobile session timeout around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702201,2025-02-25,Vertex Outlet,self-serve,order confirmation delay,medium,order-ledger,escalated,Yara Haddad,ATLAS-2435,,positive,"Customer reported order confirmation delay around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702202,2025-02-24,BrightCart EU,enterprise,mobile session timeout,medium,tax-service,pending engineering,Grace Kim,ATLAS-1589,,blocked,"Customer reported mobile session timeout around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702203,2025-02-25,UrbanMarket,self-serve,mobile session timeout,low,checkout-api,monitoring,Priya Nair,ATLAS-2999,PD-2347,positive,"Customer reported mobile session timeout around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
