experiment_id,start_date,quarter,channel,service,experiment_name,status,sample_size,control_conversion_pct,variant_conversion_pct,lift_pct,operational_note,linked_jira,decision_note
EXP-02548,2026-03-16,2026-Q1,partner-api,checkout-api,payment retry UX,rolled back,61106,82.35,81.63,-0.72,support tickets increased,ATLAS-3467,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02549,2026-03-17,2026-Q1,web,notification-service,tax quote cache,rolled back,74937,90.48,91.0,0.52,conversion improved,ATLAS-4398,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02550,2026-03-19,2026-Q1,store-kiosk,analytics-pipeline,coupon fallback,running,15751,74.86,76.06,1.19,latency increased,ATLAS-1722,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02551,2026-03-20,2026-Q1,web,order-ledger,one-click reorder,inconclusive,225613,83.82,82.7,-1.11,latency neutral,ATLAS-1109,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02552,2026-03-21,2026-Q1,partner-api,auth-gateway,inventory warning,rolled back,162370,85.96,88.72,2.76,latency neutral,ATLAS-2285,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02553,2026-03-22,2026-Q1,android,order-ledger,one-click reorder,draft,204322,88.12,92.54,4.42,conversion improved,ATLAS-5477,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02554,2026-03-23,2026-Q1,store-kiosk,inventory-reservation,inventory warning,rolled back,196895,89.14,94.41,5.27,support tickets increased,ATLAS-3014,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02555,2026-03-24,2026-Q1,mobile-web,order-ledger,loyalty prompt,running,156426,78.83,81.96,3.13,latency increased,ATLAS-5432,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02556,2026-03-25,2026-Q1,ios,inventory-reservation,tax quote cache,running,77475,75.07,72.0,-3.07,support tickets increased,ATLAS-1079,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02557,2026-03-26,2026-Q1,mobile-web,pricing-engine,checkout button copy,draft,71529,80.21,79.18,-1.04,no clear impact,ATLAS-3193,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02558,2026-03-27,2026-Q1,store-kiosk,search-recommendations,payment retry UX,won,149228,76.49,77.25,0.76,no clear impact,ATLAS-1384,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02559,2026-03-29,2026-Q1,partner-api,notification-service,tax quote cache,draft,158174,85.61,85.72,0.1,support tickets increased,ATLAS-5010,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02560,2026-03-30,2026-Q1,android,notification-service,coupon fallback,inconclusive,154797,72.16,73.87,1.71,conversion improved,ATLAS-3934,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02561,2026-03-31,2026-Q1,store-kiosk,auth-gateway,payment retry UX,lost,18562,74.58,77.46,2.88,latency neutral,ATLAS-6001,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02562,2026-04-01,2026-Q2,web,cart-service,payment retry UX,running,221443,86.11,87.18,1.07,latency increased,ATLAS-2250,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02563,2026-04-02,2026-Q2,store-kiosk,pricing-engine,inventory warning,won,177650,87.62,91.25,3.62,no clear impact,ATLAS-4554,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02564,2026-04-03,2026-Q2,android,analytics-pipeline,tax quote cache,lost,239283,90.78,91.02,0.24,latency increased,ATLAS-1232,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02565,2026-04-04,2026-Q2,store-kiosk,loyalty-service,address validation,inconclusive,77662,87.67,86.9,-0.77,conversion improved,ATLAS-1258,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02566,2026-04-05,2026-Q2,partner-api,analytics-pipeline,one-click reorder,draft,93804,84.99,86.49,1.5,conversion improved,ATLAS-1971,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02567,2026-04-07,2026-Q2,web,auth-gateway,payment retry UX,rolled back,89385,82.81,86.14,3.33,no clear impact,ATLAS-4590,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02568,2026-04-08,2026-Q2,store-kiosk,order-ledger,address validation,running,50627,76.48,74.28,-2.2,latency neutral,ATLAS-2344,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02569,2026-04-09,2026-Q2,ios,pricing-engine,loyalty prompt,running,57317,76.38,76.9,0.52,latency neutral,ATLAS-3756,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02570,2026-04-10,2026-Q2,ios,notification-service,checkout button copy,rolled back,125659,87.11,88.76,1.65,latency neutral,ATLAS-5510,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02571,2026-04-11,2026-Q2,partner-api,pricing-engine,loyalty prompt,running,103883,82.67,79.45,-3.22,conversion improved,ATLAS-4006,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02572,2026-04-12,2026-Q2,partner-api,order-ledger,one-click reorder,rolled back,104891,75.45,75.72,0.27,latency neutral,ATLAS-4708,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02573,2026-04-13,2026-Q2,store-kiosk,cart-service,inventory warning,draft,130795,75.75,75.01,-0.74,latency increased,ATLAS-4602,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02574,2026-04-14,2026-Q2,web,cart-service,coupon fallback,won,140417,72.88,76.77,3.89,conversion improved,ATLAS-4446,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02575,2026-04-15,2026-Q2,mobile-web,order-ledger,one-click reorder,lost,82858,79.24,76.29,-2.95,latency neutral,ATLAS-3055,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02576,2026-04-17,2026-Q2,ios,cart-service,loyalty prompt,rolled back,147524,80.13,80.73,0.6,support tickets increased,ATLAS-2227,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02577,2026-04-18,2026-Q2,web,inventory-reservation,payment retry UX,lost,14853,77.45,77.16,-0.28,latency increased,ATLAS-3816,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02578,2026-04-19,2026-Q2,ios,pricing-engine,coupon fallback,won,43246,89.07,89.49,0.42,no clear impact,ATLAS-2173,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02579,2026-04-20,2026-Q2,android,order-ledger,coupon fallback,rolled back,12426,88.32,91.37,3.06,support tickets increased,ATLAS-6113,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02580,2026-04-21,2026-Q2,ios,cart-service,one-click reorder,inconclusive,31562,75.92,75.94,0.02,latency increased,ATLAS-4352,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02581,2026-04-22,2026-Q2,ios,checkout-api,checkout button copy,inconclusive,197517,76.28,78.17,1.89,conversion improved,ATLAS-2341,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02582,2026-04-23,2026-Q2,partner-api,cart-service,checkout button copy,draft,94299,85.96,85.57,-0.39,no clear impact,ATLAS-4209,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02583,2026-04-24,2026-Q2,android,auth-gateway,address validation,inconclusive,107532,84.93,85.32,0.39,conversion improved,ATLAS-1215,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02584,2026-04-26,2026-Q2,web,search-recommendations,one-click reorder,running,190433,87.02,86.76,-0.26,latency neutral,ATLAS-5098,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02585,2026-04-27,2026-Q2,web,inventory-reservation,payment retry UX,inconclusive,203029,79.69,81.28,1.59,latency neutral,ATLAS-5938,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02586,2026-04-28,2026-Q2,partner-api,search-recommendations,loyalty prompt,lost,207784,88.76,87.78,-0.98,latency increased,ATLAS-4018,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02587,2026-04-29,2026-Q2,mobile-web,cart-service,coupon fallback,inconclusive,55461,80.07,85.39,5.32,conversion improved,ATLAS-2933,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02588,2026-04-30,2026-Q2,ios,tax-service,one-click reorder,inconclusive,121458,80.09,81.38,1.3,latency increased,ATLAS-3614,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02589,2026-05-01,2026-Q2,android,tax-service,coupon fallback,rolled back,157724,88.15,87.46,-0.7,support tickets increased,ATLAS-1461,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02590,2026-05-02,2026-Q2,ios,loyalty-service,address validation,draft,113378,79.72,77.02,-2.7,latency increased,ATLAS-3229,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02591,2026-05-03,2026-Q2,store-kiosk,tax-service,one-click reorder,inconclusive,49804,88.02,94.09,6.07,no clear impact,ATLAS-1657,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02592,2026-05-04,2026-Q2,mobile-web,cart-service,payment retry UX,draft,206785,86.55,88.39,1.85,conversion improved,ATLAS-6110,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02593,2026-05-06,2026-Q2,partner-api,pricing-engine,loyalty prompt,draft,143558,77.3,82.89,5.59,support tickets increased,ATLAS-4442,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02594,2026-05-07,2026-Q2,ios,analytics-pipeline,coupon fallback,won,203408,74.53,77.7,3.17,latency neutral,ATLAS-3552,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02595,2026-05-08,2026-Q2,mobile-web,tax-service,inventory warning,lost,224871,82.96,86.38,3.42,no clear impact,ATLAS-2765,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02596,2026-05-09,2026-Q2,mobile-web,cart-service,one-click reorder,won,193312,77.04,75.39,-1.64,conversion improved,ATLAS-2859,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02597,2026-05-10,2026-Q2,store-kiosk,payment-orchestrator,tax quote cache,lost,184438,85.83,86.71,0.88,latency increased,ATLAS-5669,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02598,2026-05-11,2026-Q2,mobile-web,tax-service,loyalty prompt,running,158337,88.6,86.91,-1.69,no clear impact,ATLAS-4083,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02599,2026-05-12,2026-Q2,android,loyalty-service,checkout button copy,inconclusive,232569,86.2,87.13,0.93,latency increased,ATLAS-2082,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
